home_id,device_name,energy_usage,household_size
126,Heater,3.85,1
391,Fridge,0.15,5
273,Computer,0.87,3
20,Lights,0.87,4
468,Lights,0.59,5
332,Microwave,1.84,5
326,Computer,1.84,3
304,Heater,3.71,4
396,Fridge,0.34,2
326,Air Conditioning,3.56,2
64,Computer,1.06,4
435,Oven,1.94,1
32,Lights,1.8,1
274,Microwave,1.03,4
388,Heater,3.64,2
246,Air Conditioning,4.51,4
416,Fridge,0.4,5
398,Fridge,0.41,2
59,Oven,1.3,3
111,Dishwasher,1.1,4
163,Air Conditioning,4.71,5
240,Computer,1.23,5
177,Microwave,0.98,4
37,Washing Machine,1.66,3
304,Lights,1.96,1
263,Heater,4.49,1
17,Fridge,0.34,2
128,Air Conditioning,3.92,1
371,Fridge,0.46,1
322,Air Conditioning,4.29,5
276,Washing Machine,0.43,2
478,Lights,0.89,4
88,Washing Machine,1.94,3
257,TV,0.45,3
15,Oven,0.92,2
269,Oven,1.25,2
369,TV,1.15,2
412,Air Conditioning,2.67,4
319,Microwave,0.57,2
190,Washing Machine,1.23,1
45,Microwave,0.49,1
109,Washing Machine,0.3,5
450,Fridge,0.22,3
18,Washing Machine,1.08,1
301,Lights,1.08,4
238,TV,1.71,4
94,Washing Machine,1.3,4
406,Washing Machine,1.66,1
23,Washing Machine,1.04,3
394,Lights,1.75,3
203,Microwave,1.89,5
3,Lights,1.99,2
448,Computer,1.45,4
159,Dishwasher,1.13,1
325,Fridge,0.46,4
88,Air Conditioning,4.06,1
386,Lights,1.24,1
213,Microwave,0.38,3
488,Lights,1.21,5
473,Dishwasher,1.1,4
75,Washing Machine,1.23,1
338,TV,1.23,2
21,Lights,1.39,1
461,Dishwasher,1.39,3
246,Fridge,0.39,2
480,Air Conditioning,4.56,1
354,Oven,0.54,3
323,Air Conditioning,4.18,2
149,Microwave,0.35,2
69,Air Conditioning,3.41,3
358,Air Conditioning,4.55,3
290,TV,0.59,4
270,TV,0.48,4
95,Computer,0.42,5
317,Computer,1.21,2
104,Computer,1.38,2
100,Oven,1.67,3
1,TV,0.3,4
43,Dishwasher,0.89,5
422,Dishwasher,1.95,1
467,Air Conditioning,2.16,5
491,Fridge,0.26,5
484,Fridge,0.38,5
420,Air Conditioning,3.68,4
413,TV,0.67,1
95,Microwave,1.51,1
462,Computer,0.63,4
434,Oven,1.24,4
158,Heater,3.34,3
140,Computer,0.59,5
151,Microwave,1.65,3
51,Lights,0.31,4
350,Washing Machine,1.89,2
453,Dishwasher,1.68,5
172,Dishwasher,0.32,1
416,Air Conditioning,3.38,5
159,Microwave,0.31,4
295,Heater,2.09,3
178,Dishwasher,1.54,4
367,TV,1.42,4
302,Lights,0.33,3
226,Dishwasher,0.5,3
471,Washing Machine,0.26,4
249,Heater,3.65,2
418,TV,1.61,3
206,Fridge,0.49,3
10,Lights,0.71,5
182,Dishwasher,1.87,3
469,Microwave,0.97,4
343,Heater,4.76,3
237,Air Conditioning,2.38,2
473,TV,0.9,4
150,Microwave,0.34,2
419,Oven,1.06,4
114,Lights,1.2,5
216,Microwave,0.93,5
388,Microwave,1.76,5
394,Lights,1.77,1
254,Oven,0.32,2
142,Dishwasher,1.84,3
179,Air Conditioning,2.19,2
64,Air Conditioning,2.47,3
83,Heater,2.52,4
299,Dishwasher,1.61,5
352,Dishwasher,1.08,5
3,Fridge,0.38,5
18,Lights,0.87,2
219,Computer,1.61,2
322,Heater,2.57,3
440,Lights,0.52,3
187,Oven,1.62,1
119,Heater,3.54,4
79,Air Conditioning,3.6,3
46,Dishwasher,1.7,3
13,Computer,1.45,5
105,Microwave,1.5,3
397,Air Conditioning,2.76,2
50,Computer,1.44,5
14,Microwave,0.87,3
43,Fridge,0.26,1
305,Microwave,1.06,3
393,Computer,0.87,1
116,Computer,1.18,1
199,Lights,1.34,3
145,Computer,1.54,1
395,Air Conditioning,2.26,5
271,Microwave,0.33,3
184,Dishwasher,1.34,1
188,Oven,1.23,4
356,Oven,0.57,2
25,Microwave,1.14,5
492,Fridge,0.25,5
439,Dishwasher,1.1,3
110,Computer,1.34,4
310,Air Conditioning,4.9,5
378,Computer,0.99,5
143,Washing Machine,0.93,2
14,Microwave,0.3,3
401,Air Conditioning,4.89,2
37,TV,1.91,3
54,Fridge,0.28,4
268,Microwave,1.76,3
35,Lights,1.17,2
413,Air Conditioning,4.04,3
387,Dishwasher,1.48,5
375,TV,1.4,5
384,Washing Machine,0.21,4
250,Heater,2.15,2
222,Air Conditioning,3.09,2
314,Lights,0.84,4
435,Fridge,0.39,5
364,Computer,1.69,4
296,Air Conditioning,4.65,1
451,Washing Machine,0.31,1
385,Computer,1.04,3
341,Computer,1.16,4
205,Microwave,0.98,4
152,TV,1.31,4
200,Fridge,0.17,4
343,Computer,0.72,5
423,Lights,0.66,5
226,Lights,0.4,1
36,Lights,1.8,3
497,Oven,1.44,4
251,Washing Machine,1.99,1
449,Computer,0.81,5
442,Air Conditioning,2.65,2
459,Fridge,0.29,4
147,Air Conditioning,4.42,5
225,Air Conditioning,4.97,5
320,TV,1.48,1
103,Air Conditioning,3.73,5
344,Microwave,1.03,2
152,Heater,2.03,1
230,Heater,4.51,3
373,Washing Machine,0.77,3
368,Dishwasher,0.68,3
483,TV,1.51,4
342,Washing Machine,1.62,3
326,Fridge,0.17,1
160,Oven,1.68,3
410,Microwave,1.06,5
64,Microwave,1.42,4
149,Microwave,1.55,2
156,Oven,1.17,5
313,Heater,2.84,4
92,Lights,1.55,3
405,Lights,1.74,2
399,Air Conditioning,3.66,4
382,Oven,1.37,3
411,Computer,0.46,3
421,Microwave,0.65,4
41,TV,1.76,2
415,Washing Machine,1.3,3
14,Computer,1.46,5
369,Computer,0.44,5
420,Washing Machine,0.79,2
322,TV,0.54,2
133,Fridge,0.47,2
201,Air Conditioning,3.21,1
359,Heater,4.08,2
270,Lights,1.62,3
10,Microwave,0.62,1
170,Computer,1.46,4
213,Heater,4.03,1
25,Air Conditioning,3.39,3
18,Fridge,0.21,5
263,Heater,3.81,1
430,Fridge,0.35,5
55,Heater,3.57,5
13,Washing Machine,0.94,5
115,Dishwasher,0.29,5
94,Microwave,0.81,5
158,Washing Machine,1.93,5
352,Washing Machine,1.81,3
255,Oven,1.48,1
377,Microwave,0.5,4
165,Oven,0.49,2
301,Lights,1.99,5
424,Fridge,0.11,4
414,Computer,1.05,1
246,TV,1.24,3
454,Dishwasher,0.5,5
182,TV,0.54,1
496,Washing Machine,0.71,2
197,Computer,0.93,1
234,Dishwasher,1.81,4
264,Fridge,0.3,5
210,Air Conditioning,4.13,3
266,Air Conditioning,2.57,3
225,Dishwasher,0.25,2
133,Microwave,1.99,4
400,TV,0.88,1
252,Air Conditioning,4.74,3
432,Air Conditioning,3.55,2
143,Dishwasher,0.68,2
415,Heater,4.41,4
143,Dishwasher,0.87,5
484,Air Conditioning,3.15,5
281,Air Conditioning,2.25,5
215,TV,0.32,5
328,Air Conditioning,4.68,5
152,TV,1.4,1
56,Oven,1.74,3
456,Computer,0.49,2
302,Microwave,0.35,2
425,Air Conditioning,3.41,3
68,Dishwasher,1.97,2
499,Fridge,0.25,3
271,Air Conditioning,2.37,4
40,Washing Machine,0.38,1
104,Lights,1.58,2
411,Oven,1.82,4
179,Heater,2.7,4
462,Fridge,0.32,2
39,Washing Machine,1.51,3
147,TV,1.78,5
155,Lights,0.43,5
299,Computer,1.86,5
17,Dishwasher,1.17,2
94,Lights,1.36,1
145,Computer,1.81,2
374,Washing Machine,1.95,1
401,Oven,0.93,3
242,Heater,4.21,1
367,Air Conditioning,2.77,2
140,Microwave,1.18,5
321,TV,1.79,5
252,Air Conditioning,3.17,1
436,Microwave,1.35,1
152,Computer,1.11,5
93,Oven,1.55,4
460,Microwave,1.15,2
220,Lights,1.59,5
117,Fridge,0.2,1
30,Computer,1.82,2
245,Computer,0.73,5
487,Fridge,0.28,2
494,Microwave,0.5,5
14,Fridge,0.27,4
448,Air Conditioning,3.37,3
293,Heater,4.57,2
358,Computer,0.89,1
406,Microwave,1.18,1
217,TV,1.13,5
75,Oven,0.49,3
413,Computer,1.48,3
144,Air Conditioning,2.55,3
459,Fridge,0.36,4
224,Lights,1.59,4
262,Microwave,0.3,1
252,Lights,1.09,5
160,Microwave,1.88,1
423,Heater,4.51,3
317,Lights,0.69,3
386,Dishwasher,1.62,2
175,Washing Machine,1.84,5
418,Air Conditioning,2.71,4
239,Oven,1.15,3
274,Dishwasher,1.72,5
205,Washing Machine,0.7,4
370,Computer,1.46,3
290,Washing Machine,1.26,3
291,Heater,4.93,1
40,Washing Machine,1.17,3
309,Computer,1.91,5
23,Microwave,1.3,4
429,Fridge,0.34,2
259,Dishwasher,0.45,3
151,Computer,1.87,1
302,Oven,0.46,1
322,Computer,1.52,5
395,Lights,1.75,4
227,Microwave,1.08,5
193,Fridge,0.44,5
117,Computer,0.39,3
252,Computer,0.61,5
51,Computer,0.8,5
414,Heater,2.49,3
358,Fridge,0.38,2
30,Computer,1.39,5
233,Washing Machine,1.22,4
334,Air Conditioning,4.17,3
418,Lights,1.27,4
413,Microwave,1.88,4
353,TV,0.81,1
315,Dishwasher,1.97,2
93,Lights,1.28,1
494,Lights,1.96,5
287,Dishwasher,0.3,1
154,Microwave,1.94,1
400,Microwave,1.74,3
84,TV,1.45,3
459,Fridge,0.41,4
92,Lights,0.89,3
450,Computer,1.91,4
199,Microwave,0.72,4
194,Computer,1.32,1
335,Air Conditioning,2.93,3
298,Fridge,0.44,1
289,Washing Machine,1.19,3
239,Computer,1.13,3
473,Washing Machine,1.26,3
66,Dishwasher,0.3,1
39,TV,0.96,2
417,Oven,1.59,1
336,Washing Machine,1.62,5
42,Dishwasher,1.07,5
112,Microwave,0.28,5
462,Fridge,0.36,3
12,Washing Machine,1.64,1
431,TV,1.89,3
398,Washing Machine,0.71,4
53,Oven,0.31,3
97,TV,1.98,4
286,Heater,2.65,2
296,Oven,1.81,1
273,Computer,1.13,2
375,Computer,1.27,5
253,Lights,0.89,5
429,TV,1.75,4
122,Fridge,0.37,2
282,Heater,2.34,1
58,Computer,1.47,4
111,Computer,1.26,1
214,Computer,1.08,3
206,Washing Machine,0.76,4
97,Fridge,0.2,3
318,Oven,0.36,2
79,Washing Machine,1.86,5
147,TV,1.06,3
434,Microwave,1.99,2
222,Dishwasher,0.47,2
55,Microwave,1.98,5
249,Fridge,0.14,1
34,Heater,4.84,3
464,Oven,0.85,3
28,Fridge,0.18,1
63,Microwave,1.47,3
352,Washing Machine,1.43,2
382,Dishwasher,1.12,4
372,Fridge,0.14,2
104,Microwave,0.56,1
384,Washing Machine,1.03,3
177,Washing Machine,0.36,2
303,TV,0.23,2
74,Computer,1.97,3
399,Heater,2.19,5
163,Microwave,1.17,2
50,Computer,1.37,2
154,Oven,1.51,3
197,Microwave,0.88,1
12,Air Conditioning,2.4,1
391,Microwave,0.49,3
319,Dishwasher,0.27,3
348,Washing Machine,1.12,5
356,Air Conditioning,2.11,5
312,Dishwasher,0.28,2
34,Air Conditioning,4.24,3
11,Fridge,0.38,2
270,Lights,0.3,1
26,Washing Machine,1.69,3
118,Microwave,1.28,2
481,Microwave,1.85,4
150,Heater,2.13,4
248,Washing Machine,1.48,2
18,Lights,0.56,1
87,Dishwasher,0.28,4
400,Computer,1.24,5
101,Computer,0.92,3
56,Washing Machine,0.81,3
354,Dishwasher,1.94,5
458,Heater,2.12,1
359,Heater,2.52,1
278,Oven,0.69,2
48,Dishwasher,0.6,5
302,Fridge,0.4,3
232,Washing Machine,1.1,5
83,Air Conditioning,2.1,4
120,Oven,1.37,4
91,Microwave,1.13,3
7,Heater,2.39,3
378,Heater,4.73,1
213,TV,1.05,1
404,Washing Machine,0.54,1
307,Lights,1.31,4
500,Air Conditioning,2.38,2
103,Fridge,0.35,5
319,Microwave,1.41,4
236,Washing Machine,1.01,3
350,Microwave,1.04,3
182,Washing Machine,0.79,4
26,Fridge,0.34,3
2,TV,1.56,3
284,TV,1.81,2
486,Dishwasher,1.96,1
451,TV,1.2,3
141,Fridge,0.24,1
175,Microwave,0.74,3
82,Air Conditioning,4.87,5
361,Fridge,0.47,3
339,Dishwasher,1.92,1
468,Microwave,1.62,2
452,Oven,1.17,1
322,TV,1.03,4
420,TV,1.39,1
220,Lights,1.38,2
109,Heater,2.58,3
41,TV,1.63,2
175,Air Conditioning,4.84,1
309,Heater,2.33,1
381,Heater,2.7,4
254,Air Conditioning,3.34,2
30,TV,1.25,4
368,Heater,3.69,3
326,Oven,1.77,4
343,Dishwasher,1.01,2
301,Heater,3.72,2
88,Microwave,1.81,4
393,Oven,1.91,3
203,Washing Machine,0.56,5
439,Lights,0.98,1
339,Fridge,0.18,3
111,Heater,3.2,5
204,Microwave,1.76,2
412,Microwave,1.28,1
471,Dishwasher,0.35,3
292,Computer,1.78,5
314,Oven,0.37,3
402,Microwave,0.87,5
47,Oven,1.93,2
9,Lights,1.98,1
330,Heater,3.15,2
213,Oven,0.69,4
457,Lights,1.86,1
384,Washing Machine,1.95,3
173,Heater,4.7,3
9,Dishwasher,0.27,5
259,Lights,0.9,3
146,Computer,1.3,3
246,Fridge,0.24,5
293,Computer,1.38,1
225,Computer,0.5,4
463,Microwave,1.65,5
434,Washing Machine,0.75,3
483,Washing Machine,0.32,4
130,Fridge,0.38,5
164,Washing Machine,0.73,1
386,Microwave,1.57,2
45,Oven,1.78,1
492,Microwave,0.46,1
95,Fridge,0.13,2
482,Oven,0.3,2
406,Lights,1.3,5
447,Lights,0.96,2
299,TV,0.77,4
236,Washing Machine,1.64,5
143,Heater,3.28,5
273,Heater,4.4,4
256,Heater,4.34,3
227,Air Conditioning,2.12,5
486,Fridge,0.16,3
302,Oven,1.57,4
102,Air Conditioning,2.28,5
473,Computer,1.92,3
265,Heater,3.21,4
300,Computer,0.3,2
116,TV,0.23,2
401,Heater,3.61,1
136,Heater,3.71,1
198,Dishwasher,0.46,3
243,Computer,1.9,2
47,Dishwasher,1.98,4
239,Fridge,0.15,5
223,Microwave,0.37,5
271,Washing Machine,1.72,5
61,Air Conditioning,2.95,5
380,Microwave,0.74,2
338,Computer,1.93,4
12,Fridge,0.37,1
126,Fridge,0.1,5
66,Dishwasher,1.52,4
342,Fridge,0.29,3
58,TV,0.92,4
216,Fridge,0.4,1
332,Microwave,0.84,1
449,Dishwasher,1.45,5
41,Fridge,0.49,4
251,Dishwasher,1.37,5
322,Lights,1.2,2
113,Dishwasher,1.64,1
275,TV,1.19,3
164,Fridge,0.47,3
484,Oven,1.21,3
480,Microwave,1.28,2
486,TV,0.32,3
246,Computer,1.23,5
470,Lights,1.6,3
356,Air Conditioning,4.72,2
465,Lights,1.2,3
153,Microwave,1.11,1
251,Dishwasher,1.96,1
276,Heater,3.27,5
305,Lights,1.75,3
438,Microwave,1.03,5
499,Washing Machine,1.85,2
194,Washing Machine,1.19,4
377,TV,1.32,4
85,Fridge,0.34,5
433,Air Conditioning,2.93,4
23,Fridge,0.21,1
219,Oven,1.1,3
395,TV,0.7,1
240,Computer,0.67,2
333,Lights,1.39,2
471,Oven,1.9,3
203,TV,1.86,3
413,Fridge,0.47,2
362,Air Conditioning,4.63,1
367,TV,0.94,2
236,Microwave,1.18,1
411,TV,0.41,3
122,Dishwasher,1.36,3
329,Air Conditioning,3.56,3
429,Dishwasher,1.55,5
111,Oven,1.92,3
234,Microwave,1.06,5
240,Dishwasher,1.46,5
132,Fridge,0.19,4
181,TV,1.37,4
350,Lights,0.58,1
490,Oven,1.65,2
56,Computer,1.55,4
172,Air Conditioning,2.71,3
149,Oven,1.44,4
299,Heater,3.0,4
165,Heater,3.86,2
316,Lights,1.95,5
211,Lights,1.94,1
399,Air Conditioning,4.44,5
424,TV,1.32,1
191,Fridge,0.43,4
371,Lights,1.78,3
296,Fridge,0.27,2
409,Microwave,1.29,3
419,Oven,1.48,2
14,Lights,1.32,3
122,TV,0.38,3
351,Washing Machine,1.86,4
89,Fridge,0.15,5
195,Washing Machine,1.25,3
222,Air Conditioning,2.3,4
23,Heater,3.3,2
324,Lights,1.38,5
280,Heater,2.22,4
91,Microwave,1.29,4
385,Oven,1.86,1
276,Fridge,0.16,3
375,Oven,0.66,3
438,Oven,1.83,4
372,Fridge,0.27,3
36,Fridge,0.15,1
168,Air Conditioning,3.04,3
361,Oven,1.4,2
292,Washing Machine,1.82,2
71,Lights,0.93,4
263,Microwave,1.28,5
384,Computer,1.57,3
359,Computer,1.06,3
271,Oven,1.48,5
423,Heater,4.36,1
380,Lights,1.71,1
140,Oven,0.36,1
213,Lights,0.28,5
346,Oven,1.31,4
486,TV,0.28,3
305,Lights,1.18,5
188,Air Conditioning,2.71,2
104,Heater,2.49,4
348,Washing Machine,0.25,1
299,Washing Machine,0.86,2
8,Oven,1.23,1
443,TV,1.02,2
246,Computer,1.98,2
202,Lights,1.62,3
311,Fridge,0.25,5
222,Dishwasher,0.68,4
370,Oven,1.65,4
349,Oven,1.15,5
165,Computer,1.18,5
20,Oven,1.97,4
352,Microwave,0.37,3
247,Oven,0.54,5
336,Air Conditioning,3.66,1
28,Dishwasher,1.79,2
357,Washing Machine,1.42,2
15,Computer,0.75,4
30,TV,0.69,4
497,Microwave,1.05,4
150,Oven,1.21,1
228,Dishwasher,1.65,5
137,Computer,1.41,5
126,Heater,3.07,5
68,Dishwasher,1.91,1
328,Heater,2.16,1
295,Fridge,0.19,1
341,Oven,0.78,3
421,Computer,0.32,5
361,Fridge,0.49,4
275,TV,0.66,4
339,Air Conditioning,3.34,2
350,Lights,1.97,1
391,Fridge,0.41,4
140,Fridge,0.13,2
102,Heater,2.67,5
202,Washing Machine,1.88,5
169,Oven,0.55,1
132,Oven,0.39,5
221,Computer,0.62,2
369,Microwave,0.51,2
407,Fridge,0.16,5
52,Lights,1.08,2
331,Microwave,0.21,2
97,Lights,0.64,2
137,Computer,0.71,2
431,Fridge,0.23,4
290,Computer,1.62,2
364,Heater,4.49,1
394,Heater,3.12,4
465,Fridge,0.41,1
441,Heater,4.28,2
156,Washing Machine,1.48,2
356,Fridge,0.14,5
99,Microwave,1.35,4
139,TV,1.07,2
90,Air Conditioning,3.38,3
353,TV,1.01,1
205,Dishwasher,0.47,2
374,Oven,0.72,5
317,Air Conditioning,4.23,2
133,Washing Machine,1.53,2
481,Lights,0.76,3
323,Fridge,0.36,5
98,TV,1.19,1
417,Microwave,1.38,3
276,Fridge,0.32,2
394,Computer,1.78,5
496,Microwave,1.29,5
422,TV,1.51,5
175,Air Conditioning,4.87,3
37,Computer,1.07,1
144,Heater,3.81,4
187,Air Conditioning,4.28,5
249,Washing Machine,1.82,1
66,Computer,0.7,3
156,TV,1.1,5
124,Air Conditioning,4.55,5
208,Computer,1.82,4
128,Lights,0.49,4
369,Lights,0.37,2
369,Washing Machine,1.69,3
260,Washing Machine,0.73,2
15,Air Conditioning,3.56,1
133,Fridge,0.12,5
329,Oven,0.59,3
213,TV,1.28,5
207,Washing Machine,1.15,5
430,TV,0.73,3
69,Heater,3.79,3
180,Lights,1.27,4
79,Fridge,0.45,5
455,Heater,4.97,4
349,Washing Machine,1.25,5
437,Dishwasher,1.46,1
31,Microwave,0.93,4
82,Lights,1.91,1
404,Heater,4.29,5
39,Dishwasher,1.76,1
130,Oven,1.07,1
350,Dishwasher,1.71,5
454,Heater,4.87,3
452,Heater,3.87,5
19,Air Conditioning,2.89,4
83,TV,1.21,1
455,Washing Machine,0.36,5
467,Lights,1.08,3
483,Washing Machine,1.21,4
84,Heater,2.61,5
265,TV,1.08,1
244,Dishwasher,0.55,4
309,Fridge,0.13,2
316,Computer,1.55,4
376,Oven,0.66,3
214,TV,1.31,1
151,Heater,4.27,3
435,Dishwasher,1.97,5
162,Dishwasher,1.63,2
161,Heater,2.94,2
25,Dishwasher,0.59,4
344,Heater,2.55,3
16,Washing Machine,0.35,1
170,Washing Machine,1.66,4
26,Lights,0.66,2
366,TV,1.34,4
362,Washing Machine,0.64,1
153,Computer,0.27,4
24,Air Conditioning,4.69,4
12,Fridge,0.48,4
320,TV,1.55,2
30,TV,1.52,4
102,TV,0.39,4
9,Microwave,1.53,1
282,Lights,1.93,2
234,Lights,1.45,2
95,Air Conditioning,4.97,5
235,Dishwasher,1.84,1
288,Dishwasher,0.87,1
270,TV,0.31,4
406,Heater,3.1,5
199,Dishwasher,0.72,1
83,TV,0.76,5
356,TV,1.38,5
340,TV,1.94,5
131,Microwave,1.86,5
71,TV,1.65,4
37,Air Conditioning,2.03,1
451,Oven,1.11,3
312,Lights,0.41,4
38,Heater,4.06,5
284,Heater,4.58,5
476,Heater,2.85,3
195,Heater,4.9,5
457,Microwave,0.7,1
372,Heater,2.42,3
233,TV,1.74,4
367,TV,1.32,3
53,Computer,1.77,3
385,Fridge,0.3,4
496,Air Conditioning,3.14,4
364,Heater,3.02,2
108,Microwave,0.29,3
43,Heater,3.9,4
387,Dishwasher,0.74,5
88,TV,1.16,3
219,Oven,1.77,4
394,Microwave,1.66,2
445,Heater,2.84,5
9,Oven,0.37,4
64,Air Conditioning,2.07,2
446,Microwave,1.03,1
114,Heater,2.55,5
354,Microwave,1.54,4
102,Air Conditioning,3.42,3
423,Microwave,1.59,4
9,Lights,0.41,2
396,TV,1.88,1
373,Computer,1.14,1
125,TV,1.29,5
52,Lights,1.92,2
11,Heater,3.38,4
397,Dishwasher,0.93,5
289,TV,1.74,1
143,TV,1.56,5
361,Lights,1.43,2
431,Heater,4.16,3
302,Lights,0.66,5
32,Heater,2.2,3
76,Microwave,1.69,2
17,Oven,1.28,2
375,Lights,1.02,1
115,Oven,1.16,1
30,Microwave,1.38,1
148,TV,1.46,1
249,Lights,0.97,1
364,Oven,1.83,4
426,Microwave,0.36,1
384,Microwave,1.85,4
150,Lights,0.99,3
289,Air Conditioning,4.47,5
475,Air Conditioning,2.74,2
85,Lights,1.36,4
207,Air Conditioning,2.98,3
216,Lights,1.1,4
365,TV,0.81,2
198,Oven,0.96,3
349,Dishwasher,0.23,2
462,Lights,1.54,2
379,Fridge,0.19,2
322,Washing Machine,0.41,1
57,Heater,2.33,4
120,Heater,2.29,5
139,TV,0.78,5
230,TV,1.32,3
359,Lights,1.04,2
279,Washing Machine,1.51,1
218,Oven,1.29,1
424,Microwave,1.4,4
319,TV,0.75,2
115,TV,0.64,1
205,Computer,0.99,2
73,Heater,2.78,1
348,Microwave,1.57,3
408,Microwave,0.32,5
294,Computer,1.0,3
232,Oven,1.68,1
275,Lights,0.22,4
174,Heater,3.4,4
432,Air Conditioning,4.3,4
283,TV,1.44,2
135,Lights,0.52,4
473,Fridge,0.2,1
454,Heater,3.04,4
460,Washing Machine,0.38,4
396,Fridge,0.25,1
148,Microwave,0.3,1
388,Heater,4.03,2
404,Dishwasher,0.62,1
400,Washing Machine,0.9,3
482,Microwave,0.59,4
89,Oven,0.69,5
481,Oven,1.26,4
435,Oven,0.6,2
169,Oven,1.35,1
313,Fridge,0.13,2
207,TV,1.54,2
320,Dishwasher,1.82,4
7,Dishwasher,1.98,4
232,Washing Machine,1.24,3
232,Air Conditioning,4.56,3
178,Air Conditioning,4.87,5
375,Washing Machine,1.15,5
113,Oven,1.41,1
126,Oven,1.71,5
95,Washing Machine,0.75,3
291,Heater,3.73,5
238,Dishwasher,1.41,1
367,Heater,4.73,5
61,Air Conditioning,3.82,5
14,Lights,0.89,3
93,TV,0.28,5
214,Air Conditioning,4.56,2
191,Fridge,0.49,4
190,TV,1.07,4
7,Washing Machine,1.47,3
235,Washing Machine,1.01,2
297,Lights,1.34,5
426,Microwave,1.98,4
450,Washing Machine,0.34,5
180,Lights,1.07,4
66,Air Conditioning,3.57,2
263,TV,1.5,5
433,Computer,0.94,1
287,Fridge,0.34,2
115,Air Conditioning,4.15,5
367,Microwave,0.58,3
374,TV,1.29,2
350,Heater,3.13,4
384,Dishwasher,1.4,1
336,TV,1.76,4
242,Heater,3.38,1
50,Washing Machine,1.77,2
499,TV,1.52,5
12,Dishwasher,0.22,5
409,Microwave,1.33,5
300,Air Conditioning,2.12,2
288,Lights,0.54,1
117,Lights,1.87,4
178,Heater,3.78,4
354,Dishwasher,0.23,2
462,Air Conditioning,4.64,1
310,Computer,1.43,2
27,Washing Machine,1.8,4
201,Computer,0.36,1
229,Dishwasher,1.64,5
455,TV,1.97,1
224,Heater,4.35,4
192,Computer,1.21,1
460,Washing Machine,1.37,5
373,Heater,2.94,5
62,Air Conditioning,3.59,5
239,Computer,0.42,3
454,Oven,0.78,1
494,Heater,4.26,5
75,Oven,0.84,2
337,Lights,0.34,4
10,Microwave,1.38,2
37,Computer,1.19,3
47,Computer,0.49,2
396,Computer,1.41,2
288,TV,0.45,1
64,TV,1.71,4
25,Lights,0.36,1
137,Dishwasher,1.44,1
98,Air Conditioning,3.45,4
233,TV,1.88,4
3,Dishwasher,1.05,1
82,Fridge,0.14,3
150,Lights,0.94,5
120,TV,0.28,2
427,Fridge,0.14,1
301,Computer,0.4,4
479,TV,0.72,4
340,Dishwasher,0.28,1
315,Washing Machine,1.11,5
280,Lights,0.43,5
21,TV,1.25,5
299,Lights,0.35,5
495,Computer,1.21,2
265,Heater,4.99,5
38,Lights,0.5,4
122,Washing Machine,0.5,4
279,Dishwasher,1.76,3
53,Lights,1.75,3
475,TV,1.87,3
465,Oven,0.96,5
236,Washing Machine,0.67,1
363,Microwave,1.33,1
402,Microwave,1.18,1
422,Air Conditioning,3.07,2
348,Air Conditioning,4.83,2
435,Fridge,0.32,3
209,Washing Machine,1.66,5
161,Fridge,0.44,2
178,Computer,0.5,3
391,Air Conditioning,3.66,4
317,Dishwasher,1.95,1
88,Lights,0.99,1
432,TV,0.63,4
224,Washing Machine,1.4,2
110,Dishwasher,0.65,4
111,Computer,1.18,3
158,Lights,0.81,4
433,TV,1.21,2
169,Computer,0.87,2
310,Air Conditioning,3.62,5
416,Computer,0.87,3
456,Oven,1.52,4
193,Washing Machine,0.45,4
129,Oven,1.26,2
142,Heater,3.74,3
29,Air Conditioning,4.44,2
180,TV,0.26,1
335,Lights,1.13,2
355,Air Conditioning,2.91,4
233,Oven,1.56,4
441,Oven,1.06,4
395,Dishwasher,0.72,1
219,Heater,3.11,3
201,Washing Machine,0.26,3
5,Computer,1.94,5
500,Heater,3.14,3
64,Dishwasher,0.61,5
180,Heater,4.41,2
70,Oven,1.7,1
142,Computer,1.32,4
160,Heater,4.94,4
360,Dishwasher,1.31,1
218,Oven,0.23,2
254,Fridge,0.33,3
124,Computer,1.75,1
170,Washing Machine,1.68,5
307,Fridge,0.26,1
128,Dishwasher,1.58,3
419,Computer,1.82,2
172,Washing Machine,1.19,1
292,Heater,2.69,2
136,Lights,1.28,4
248,Dishwasher,0.47,5
264,Microwave,1.6,2
258,Microwave,0.42,1
470,Fridge,0.28,4
44,Dishwasher,0.74,5
116,TV,0.93,1
18,Washing Machine,1.21,4
293,Washing Machine,0.47,2
89,Oven,0.76,5
441,Washing Machine,1.35,1
31,Washing Machine,0.4,5
71,Dishwasher,1.69,3
262,Fridge,0.17,1
354,Lights,1.86,3
400,Microwave,1.14,3
174,TV,1.02,4
350,Washing Machine,1.51,1
404,Lights,1.06,5
301,Dishwasher,1.39,2
190,Washing Machine,0.88,2
452,TV,0.49,3
374,Air Conditioning,2.63,2
7,Lights,1.77,5
5,Fridge,0.38,4
12,TV,0.52,3
497,Lights,1.22,2
77,Oven,1.25,1
445,Oven,0.56,5
385,Microwave,1.29,3
238,Fridge,0.21,5
380,Lights,0.88,2
232,Fridge,0.15,3
126,Microwave,1.65,2
210,Computer,0.73,5
276,Lights,0.38,4
104,Heater,2.77,2
113,Computer,1.95,4
396,Heater,4.45,5
318,Microwave,1.38,1
240,Fridge,0.17,4
359,Heater,4.77,1
277,Computer,1.62,4
409,Heater,2.32,4
334,Computer,0.87,3
